name,id,movie
Paramount Pictures,4,Dinner for Schmucks
DreamWorks SKG,27,Dinner for Schmucks
Spyglass Entertainment,158,Dinner for Schmucks
Everyman Pictures,2242,Dinner for Schmucks
Reliance BIG Entertainment,6733,Dinner for Schmucks
Parkes/MacDonald Productions,11084,Dinner for Schmucks
Twentieth Century Fox Film Corporation,306,Abraham Lincoln: Vampire Hunter
Bazelevs Production,1038,Abraham Lincoln: Vampire Hunter
Tim Burton Productions,8601,Abraham Lincoln: Vampire Hunter
Abraham Productions,36430,Abraham Lincoln: Vampire Hunter
Location Gourmet,36431,Abraham Lincoln: Vampire Hunter
Fountainbridge Films,414,Entrapment
Regency Enterprises,508,Entrapment
Twentieth Century Fox Film Corporation,306,The X Files
Ten Thirteen Productions,545,The X Files
Ingenious Film Partners,289,The Last Legion
Quinta Communications,6370,The Last Legion
Dino De Laurentiis Company,10308,The Last Legion
Zephyr Films,16923,The Last Legion
Paramount Pictures,4,Saving Private Ryan
DreamWorks SKG,27,Saving Private Ryan
Amblin Entertainment,56,Saving Private Ryan
Mutual Film Company,762,Saving Private Ryan
Mark Gordon Productions,11362,Saving Private Ryan
DreamWorks SKG,27,Need for Speed
Reliance Entertainment,7294,Need for Speed
Bandito Brothers,8403,Need for Speed
Touchstone Pictures,9195,Need for Speed
Electronic Arts,34890,Need for Speed
Revolution Sun Studios,76043,Need for Speed
Paramount Pictures,4,What Women Want
Centropolis Entertainment,347,What Women Want
Icon Entertainment International,4564,What Women Want
Wind Dancer Productions,8116,What Women Want
Twentieth Century Fox Film Corporation,306,Ice Age
Blue Sky Studios,9383,Ice Age
Twentieth Century Fox Animation,11749,Ice Age
Village Roadshow Pictures,79,Dreamcatcher
Castle Rock Entertainment,97,Dreamcatcher
NPV Entertainment,172,Dreamcatcher
Kasdan Pictures,13040,Dreamcatcher
WV Films II,24939,Dreamcatcher
Sunswept Entertainment,5219,Marley & Me
Dune Entertainment III,6332,Marley & Me
DreamWorks,7,Lincoln
Amblin Entertainment,56,Lincoln
Twentieth Century Fox Film Corporation,306,Lincoln
Dune Entertainment,444,Lincoln
The Kennedy/Marshall Company,862,Lincoln
Participant Media,6735,Lincoln
Reliance Entertainment,7294,Lincoln
Village Roadshow Pictures,79,The Matrix
Groucho II Film Partnership,372,The Matrix
Silver Pictures,1885,The Matrix
Warner Bros.,6194,The Matrix
Imagine Entertainment,23,Apollo 13
Universal Pictures,33,Apollo 13
Walt Disney Pictures,2,The Santa Clause 2
Outlaw Productions,889,The Santa Clause 2
Boxing Cat Films,12626,The Santa Clause 2
Universal Pictures,33,Les Misérables
Relativity Media,7295,Les Misérables
CAMERON MACKINTOSH,7923,Les Misérables
Working Title Films,10163,Les Misérables
Warner Bros.,6194,You've Got Mail
Columbia Pictures,5,Step Brothers
Mosaic Media Group,748,Step Brothers
Gary Sanchez Productions,4740,Step Brothers
Relativity Media,7295,Step Brothers
Apatow Productions,10105,Step Brothers
Amblin Entertainment,56,The Mask of Zorro
TriStar Pictures,559,The Mask of Zorro
Legendary Pictures,923,Due Date
Green Hat Films,3527,Due Date
Warner Bros.,6194,Due Date
Legendary Pictures,923,Unbroken
3 Arts Entertainment,36390,Unbroken
Jolie Pas,39443,Unbroken
Village Roadshow Pictures,79,Space Cowboys
Malpaso Productions,171,Space Cowboys
Mad Chance,1757,Space Cowboys
Warner Bros.,6194,Space Cowboys
Clipsal Films,10566,Space Cowboys
Digital Image Associates,76068,Space Cowboys
TriStar Pictures,559,Cliffhanger
Canal+,5358,Cliffhanger
Carolco Pictures,14723,Cliffhanger
RCS Video,23246,Cliffhanger
Cliffhanger Productions,45728,Cliffhanger
Pioneer,45729,Cliffhanger
Twentieth Century Fox Film Corporation,306,Broken Arrow
WCG Entertainment Productions,456,Broken Arrow
Mark Gordon Productions,11362,Broken Arrow
Castle Rock Entertainment,97,The Green Mile
Darkwoods Productions,3982,The Green Mile
Warner Bros.,6194,The Green Mile
Walt Disney Pictures,2,The Kid
Paramount Pictures,4,World Trade Center
Double Feature Films,215,World Trade Center
Intermedia Films,763,World Trade Center
Kernos Filmproduktionsgesellschaft & Company,20396,World Trade Center
Columbia Pictures,5,Mona Lisa Smile
Revolution Studios,497,Mona Lisa Smile
Paramount Pictures,4,The Dictator
Hobby Films,194,Eyes Wide Shut
Pole Star,195,Eyes Wide Shut
Stanley Kubrick Productions,385,Eyes Wide Shut
Warner Bros.,6194,Eyes Wide Shut
Columbia Pictures,5,Annie
Olive Bridge Entertainment,7291,Annie
Sony Pictures Entertainment (SPE),7431,Annie
Overbrook Entertainment,12485,Annie
Marcy Media,95063,Annie
Kramer & Sigman Films,21914,Focus
RatPac-Dune Entertainment,41624,Focus
Zaftig Films,47586,Focus
Dune Entertainment,444,This Means War
Overbrook Films,907,This Means War
Robert Simonds Productions,3929,This Means War
New Line Cinema,12,Blade: Trinity
Amen Ra Films,421,Blade: Trinity
Shawn Danielle Productions Ltd.,8851,Blade: Trinity
Imaginary Forces,11321,Blade: Trinity
Marvel Enterprises,19551,Blade: Trinity
Peter Frankfurt Productions,42209,Blade: Trinity
United Artists,60,Red Dawn
Valkyrie Films,774,Red Dawn
Universal Pictures,33,Primary Colors
Mutual Film Company,762,Primary Colors
Universal Pictures,33,The Adjustment Bureau
Media Rights Capital,2531,The Adjustment Bureau
Gambit Pictures,6933,The Adjustment Bureau
Electric Shepherd Productions,11834,The Adjustment Bureau
Davis-Films,342,Resident Evil: Retribution
Universal Pictures,33,Death Race
Cruise/Wagner Productions,44,Death Race
Impact Pictures,248,Death Race
Relativity Media,7295,Death Race
Scion Films,7419,Death Race
H2S2 Filmproduktionsgesellschaft,28121,Death Race
New Line Cinema,12,The Long Kiss Goodnight
Forge,2980,The Long Kiss Goodnight
The Steve Tisch Company,21920,The Long Kiss Goodnight
Castle Rock Entertainment,97,Proof of Life
Warner Bros.,6194,Proof of Life
Columbia Pictures Corporation,441,Zathura: A Space Adventure
Teitler Film,2550,Zathura: A Space Adventure
Michael De Luca Productions,11370,Zathura: A Space Adventure
Radar Pictures,14718,Zathura: A Space Adventure
Universal Studios,13,2 Guns
Marc Platt Productions,2527,2 Guns
Emmett/Furla Films,10405,2 Guns
Envision Entertainment Corporation,11030,2 Guns
Regency Enterprises,508,Fight Club
Fox 2000 Pictures,711,Fight Club
Taurus Film,20555,Fight Club
Linson Films,54050,Fight Club
Atman Entertainment,54051,Fight Club
Knickerbocker Films,54052,Fight Club
Legendary Pictures,923,We Are Marshall
Thunder Road Pictures,3528,We Are Marshall
Wonderland Sound and Vision,4022,We Are Marshall
Warner Bros.,6194,We Are Marshall
TriStar Pictures,559,Hudson Hawk
Silver Pictures,1885,Hudson Hawk
Paramount Pictures,4,Lucky Numbers
StudioCanal,694,Lucky Numbers
Lakeshore Entertainment,126,"I, Frankenstein"
Sidney Kimmel Entertainment,737,"I, Frankenstein"
Lionsgate,1632,"I, Frankenstein"
Hopscotch Films,13788,"I, Frankenstein"
R.P. Productions,355,Oliver Twist
ETIC Films,2979,Oliver Twist
Runteam III Ltd.,6732,Oliver Twist
Twentieth Century Fox Film Corporation,306,Elektra
Regency Enterprises,508,Elektra
Epsilon Motion Pictures,1171,Elektra
New Regency Pictures,10104,Elektra
Marvel Enterprises,19551,Elektra
Horseshoe Bay Productions,19552,Elektra
Elektra Productions,19553,Elektra
SAI Productions,19554,Elektra
Miramax Films,14,Sin City: A Dame to Kill For
Troublemaker Studios,10807,Sin City: A Dame to Kill For
AR Films,11005,Sin City: A Dame to Kill For
Aldamisa Entertainment,11006,Sin City: A Dame to Kill For
Demarest Films,13241,Sin City: A Dame to Kill For
Solipsist Film,29076,Sin City: A Dame to Kill For
Residaco,41658,Sin City: A Dame to Kill For
Columbia Pictures,5,Random Hearts
Universal Pictures,33,Everest
Working Title Films,10163,Everest
Walden Media,10221,Everest
Cross Creek Pictures,10246,Everest
Free State Pictures,40106,Everest
RVK Studios,62693,Everest
Davis-Films,342,Perfume: The Story of a Murderer
Nouvelles Éditions de Films (NEF),753,Perfume: The Story of a Murderer
Rising Star,1208,Perfume: The Story of a Murderer
VIP Medienfonds 4,2116,Perfume: The Story of a Murderer
Ikiru Films,2875,Perfume: The Story of a Murderer
Constantin Film Produktion,5755,Perfume: The Story of a Murderer
Castelao Producciones,7956,Perfume: The Story of a Murderer
New Line Cinema,12,Austin Powers in Goldmember
Eric's Boy,595,Austin Powers in Goldmember
Team Todd,598,Austin Powers in Goldmember
Moving Pictures,15888,Austin Powers in Goldmember
Gratitude International,52943,Austin Powers in Goldmember
Paramount Pictures,4,The Man Who Shot Liberty Valance
John Ford Productions,10698,The Man Who Shot Liberty Valance
The Weinstein Company,308,Astro Boy
Summit Entertainment,491,Astro Boy
Tezuka Production Company Ltd.,3196,Astro Boy
Imagi Animation Studios,3463,Astro Boy
Universal Pictures,33,Jurassic Park
Amblin Entertainment,56,Jurassic Park
Tig Productions,335,Wyatt Earp
Warner Bros.,6194,Wyatt Earp
Kasdan Pictures,13040,Wyatt Earp
Paragon Entertainment Corp.,24217,Wyatt Earp
Paramount Pictures,4,Clear and Present Danger
Mace Neufeld Productions,2767,Clear and Present Danger
Shanghai Film Group,3407,Dragon Blade
Jackie & JJ Production,19658,Dragon Blade
Sparkle Roll Media,36958,Dragon Blade
Huayi Brothers Media,39649,Dragon Blade
Alibaba Pictures Group,69484,Dragon Blade
Home Media & Entertainment Fund,74456,Dragon Blade
Tencent Video,74457,Dragon Blade
China Film & TV Capital,74458,Dragon Blade
Visualizer Film Company,74459,Dragon Blade
Revolution Studios,497,Little Man
Wayans Bros. Entertainment,1608,Little Man
Universal Pictures,33,U-571
Canal Plus,104,U-571
Dino De Laurentiis Company,10308,U-571
Columbia Pictures,5,The American President
Castle Rock Entertainment,97,The American President
Paramount Pictures,4,The Love Guru
Goldcrest Pictures,11843,The Love Guru
Internationale Filmproduktion,15742,The Love Guru
DreamWorks SKG,27,The Prince of Egypt
DreamWorks Animation,521,The Prince of Egypt
Franchise Pictures,1403,3000 Miles to Graceland
Warner Bros.,6194,3000 Miles to Graceland
Morgan Creek Productions,10210,3000 Miles to Graceland
Double Feature Films,215,The Hateful Eight
The Weinstein Company,308,The Hateful Eight
FilmColony,1811,The Hateful Eight
DreamWorks,7,Blades of Glory
Universal Pictures,33,Hop
Illumination Entertainment,6704,Hop
Virtual Studios,449,300
Legendary Pictures,923,300
Hollywood Gang Productions,2994,300
Atmosphere Entertainment MM,2995,300
Warner Bros.,6194,300
Nimar Studios,7636,300
Cruel and Unusual Films,78685,300
DreamWorks SKG,27,Meet the Fockers
Universal Pictures,33,Meet the Fockers
Everyman Pictures,2242,Meet the Fockers
Tribeca Productions,11391,Meet the Fockers
Wild Hogs Productions,6354,Wild Hogs
Touchstone Pictures,9195,Wild Hogs
Walt Disney Pictures,2,Chicken Little
Walt Disney Feature Animation,10217,Chicken Little
Twentieth Century Fox Film Corporation,306,Gone Girl
Regency Enterprises,508,Gone Girl
New Regency Pictures,10104,Gone Girl
Pacific Standard,15829,Gone Girl
TSG Entertainment,22213,Gone Girl
Artemple - Hollywood,60682,Gone Girl
Universal Pictures,33,The Bourne Identity
"Kennedy/Marshall Company, The",7383,The Bourne Identity
Hypnotic,7384,The Bourne Identity
Kalima Productions GmbH & Co. KG,7385,The Bourne Identity
Stillking Films,11345,The Bourne Identity
United Artists,60,GoldenEye
Eon Productions,7576,GoldenEye
Paramount Pictures,4,The General's Daughter
MFP Munich Film Partners GmbH & Company I. Produktions KG,21409,The General's Daughter
Krane Entertainment,25358,The General's Daughter
Neufeld Rehme Productions,38005,The General's Daughter
Paramount Pictures,4,The Truman Show
Scott Rudin Productions,258,The Truman Show
Village Roadshow Pictures,79,Cats & Dogs
NPV Entertainment,172,Cats & Dogs
Mad Chance,1757,Cats & Dogs
Zide-Perry Productions,3169,Cats & Dogs
Warner Bros.,6194,Cats & Dogs
BenderSpink,6363,Cats & Dogs
De Line Pictures,2609,The Italian Job
Working Title Films,10163,The Italian Job
Village Roadshow Pictures,79,Two Weeks Notice
Castle Rock Entertainment,97,Two Weeks Notice
NPV Entertainment,172,Two Weeks Notice
Fortis Films,4258,Two Weeks Notice
DreamWorks SKG,27,Antz
Pacific Data Images (PDI),520,Antz
DreamWorks Animation,521,Antz
Universal Pictures,33,Couples Retreat
Wild West Picture Show Productions,2796,Couples Retreat
Stuber Productions,4403,Couples Retreat
Relativity Media,7295,Couples Retreat
Paramount Pictures,4,Payback
Icon Entertainment International,4564,Payback
Paramount Pictures,4,Days of Thunder
Don Simpson/Jerry Bruckheimer Films,10288,Days of Thunder
Twentieth Century Fox Film Corporation,306,Cheaper by the Dozen 2
21 Laps Entertainment,2575,Cheaper by the Dozen 2
Dozen Canada Productions,87840,Cheaper by the Dozen 2
Gotham Group,3672,Maze Runner: The Scorch Trials
Temple Hill Entertainment,12292,Maze Runner: The Scorch Trials
TSG Entertainment,22213,Maze Runner: The Scorch Trials
Columbia Pictures,5,Eat Pray Love
Red Om Films,2455,Eat Pray Love
Plan B Entertainment,45778,Eat Pray Love
Universal Pictures,33,The Family Man
Paramount Pictures,4,Jack Reacher
Mutual Film Company,762,Jack Reacher
Skydance Productions,6277,Jack Reacher
TC Productions,21777,Jack Reacher
DC Comics,429,RED
Di Bonaventura Pictures,435,RED
Summit Entertainment,491,RED
DC Entertainment,9993,RED
Donners' Company,431,Any Given Sunday
Ixtlan,4198,Any Given Sunday
Warner Bros.,6194,Any Given Sunday
Wildwood Enterprises,316,The Horse Whisperer
Touchstone Pictures,9195,The Horse Whisperer
Paramount Pictures,4,Collateral
DreamWorks SKG,27,Collateral
Parkes/MacDonald Productions,11084,Collateral
Edge City,11463,Collateral
Universal Pictures,33,The Scorpion King
Kalima Productions GmbH & Co. KG,7385,The Scorpion King
World Wrestling Entertainment (WWE),7588,The Scorpion King
Alphaville Films,11462,The Scorpion King
Casey Silver Productions,877,Ladder 49
Beacon Communications,919,Ladder 49
Touchstone Pictures,9195,Ladder 49
Beacon Pictures,10157,Ladder 49
Fantail Films Inc.,53987,Ladder 49
Village Roadshow Pictures,79,Deep Blue Sea
Warner Bros.,6194,Deep Blue Sea
Riche-Ludwig Productions,28438,Deep Blue Sea
Groucho III Film Partnership,28439,Deep Blue Sea
Columbia Pictures,5,This Is It
Double Feature Films,215,Contagion
Regency Enterprises,508,Contagion
Warner Bros.,6194,Contagion
Participant Media,6735,Contagion
Imagenation Abu Dhabi FZ,6736,Contagion
Castle Rock Entertainment,97,Kangaroo Jack
Jerry Bruckheimer Films,130,Kangaroo Jack
Warner Bros.,6194,Kangaroo Jack
Focus Features,10146,Coraline
Laika Entertainment,11537,Coraline
Revolution Studios,497,Hellboy
Dark Horse Entertainment,552,Hellboy
Lawrence Gordon Productions,840,Hellboy
Starlite Films,21497,Hellboy
Spyglass Entertainment,158,The Happening
Twentieth Century Fox Film Corporation,306,The Happening
Dune Entertainment,444,The Happening
UTV Motion Pictures,2320,The Happening
Blinding Edge Pictures,12236,The Happening
Regency Enterprises,508,Man on Fire
Fox 2000 Pictures,711,Man on Fire
Epsilon Motion Pictures,1171,Man on Fire
Scott Free Productions,1645,Man on Fire
New Regency Pictures,10104,Man on Fire
Walt Disney Pictures,2,The Shaggy Dog
Mandeville Films,10227,The Shaggy Dog
Boxing Cat Films,12626,The Shaggy Dog
Weed Road Pictures,433,Starsky & Hutch
Warner Bros.,6194,Starsky & Hutch
Dimension Films,7405,Starsky & Hutch
Red Hour Films,12178,Starsky & Hutch
AR-TL,53610,Starsky & Hutch
Twentieth Century Fox Film Corporation,306,Jingle All the Way
1492 Pictures,436,Jingle All the Way
Paramount Pictures,4,A Civil Action
Wildwood Enterprises,316,A Civil Action
Touchstone Pictures,9195,A Civil Action
Focus Features,10146,ParaNorman
Laika Entertainment,11537,ParaNorman
Universal Pictures,33,The Jackal
Toho-Towa,657,The Jackal
Mutual Film Company,762,The Jackal
Marubeni,4650,The Jackal
Tele München Fernseh Produktionsgesellschaft (TMG),7237,The Jackal
Alphaville Films,11462,The Jackal
British Broadcasting Corporation (BBC),15278,The Jackal
UGC PH,23932,The Jackal
Mel's Cite du Cinema,54502,The Jackal
Paramount Pictures,4,Paycheck
DreamWorks SKG,27,Paycheck
Davis Entertainment,1302,Paycheck
Lion Rock Productions,2812,Paycheck
Province of British Columbia Film Incentive BC,11567,Paycheck
Solomon/Hackett Productions,22536,Paycheck
Cinergi Pictures Entertainment,1504,Up Close & Personal
Touchstone Pictures,9195,Up Close & Personal
Larger Than Life Productions,1163,The Tale of Despereaux
DreamWorks SKG,27,The Tuxedo
Parkes+MacDonald Image Nation,49325,The Tuxedo
Blue Train Productions,67173,The Tuxedo
Regency Enterprises,508,Under Siege 2: Dark Territory
Warner Bros.,6194,Under Siege 2: Dark Territory
Seagal/Nasso Productions,17825,Under Siege 2: Dark Territory
Victor Company of Japan (JVC),21480,Under Siege 2: Dark Territory
Cutting Edge Films,63906,Under Siege 2: Dark Territory
Paramount Pictures,4,Jack Ryan: Shadow Recruit
Di Bonaventura Pictures,435,Jack Ryan: Shadow Recruit
Mace Neufeld Productions,2767,Jack Ryan: Shadow Recruit
Skydance Productions,6277,Jack Ryan: Shadow Recruit
Etalon film,9341,Jack Ryan: Shadow Recruit
Buckaroo Entertainment,11250,Jack Ryan: Shadow Recruit
Fox 2000 Pictures,711,Joy
Davis Entertainment,1302,Joy
Annapurna Pictures,13184,Joy
TSG Entertainment,22213,Joy
Millennium Films,10254,London Has Fallen
LHF Film,73045,London Has Fallen
Gerard Butler Alan Siegel Entertainment,73046,London Has Fallen
Nu Boyana Film Studios,74795,London Has Fallen
Twentieth Century Fox Film Corporation,306,Alien: Resurrection
Brandywine Productions,19747,Alien: Resurrection
Paramount Pictures,4,Shooter
Di Bonaventura Pictures,435,Shooter
Grosvenor Park Impact Productions,57421,Shooter
Village Roadshow Pictures,79,Practical Magic
DiNovi Pictures,813,Practical Magic
Fortis Films,4258,Practical Magic
Warner Bros.,6194,Practical Magic
Stargate Studios,55474,Practical Magic
Village Roadshow Pictures,79,The Lego Movie
DC Comics,429,The Lego Movie
Vertigo Entertainment,829,The Lego Movie
Lin Pictures,2723,The Lego Movie
Warner Bros. Animation,2785,The Lego Movie
LEGO,4081,The Lego Movie
Warner Bros.,6194,The Lego Movie
Animal Logic,8089,The Lego Movie
Warner Animation Group,25120,The Lego Movie
RatPac-Dune Entertainment,41624,The Lego Movie
Village Roadshow Pictures,79,Miss Congeniality 2: Armed and Fabulous
Castle Rock Entertainment,97,Miss Congeniality 2: Armed and Fabulous
Fortis Films,4258,Miss Congeniality 2: Armed and Fabulous
The Zanuck Company,80,Reign of Fire
Spyglass Entertainment,158,Reign of Fire
World 2000 Entertainment,7692,Reign of Fire
Touchstone Pictures,9195,Reign of Fire
Tripod Entertainment,22902,Reign of Fire
Village Roadshow Pictures,79,Gangster Squad
Lin Pictures,2723,Gangster Squad
Warner Bros.,6194,Gangster Squad
Langley Park Production,8057,Gangster Squad
Columbia Pictures,5,Year One
Ocean Pictures,7433,Year One
Apatow Productions,10105,Year One
Warner Bros.,6194,The Nun's Story
Spyglass Entertainment,158,Invictus
Malpaso Productions,171,Invictus
Revelations Entertainment,906,Invictus
Mace Neufeld Productions,2767,Invictus
Warner Bros.,6194,Invictus
Liberty Pictures (II),76466,Invictus
Universal Pictures,33,State of Play
StudioCanal,694,State of Play
Andell Entertainment,1683,State of Play
Relativity Media,7295,State of Play
Working Title Films,10163,State of Play
Universal Pictures,33,Duplicity
Laura Bickford Productions,5163,Duplicity
Relativity Media,7295,Duplicity
Medienproduktion Poseidon Filmgesellschaft,27317,Duplicity
Walt Disney Pictures,2,My Favorite Martian
Twentieth Century Fox Film Corporation,306,The Sentinel
Dune Entertainment,444,The Sentinel
Major Studio Partners,445,The Sentinel
Regency Enterprises,508,The Sentinel
Epsilon Motion Pictures,1171,The Sentinel
New Regency Pictures,10104,The Sentinel
Sentinel Productions,28537,The Sentinel
Furthur Films,33433,The Sentinel
TriStar Pictures,559,Planet 51
Ilion Animation Studios,5653,Planet 51
Hand Made Films,12297,Planet 51
Paramount Pictures,4,Star Trek: Nemesis
Imagine Entertainment,23,Intolerable Cruelty
Universal Pictures,33,Intolerable Cruelty
Mike Zoss Productions,2092,Intolerable Cruelty
Alphaville Productions,6556,Intolerable Cruelty
Malpaso Productions,171,Trouble with the Curve
Warner Bros.,6194,Trouble with the Curve
Icon Productions,152,Edge of Darkness
BBC Films,288,Edge of Darkness
GK Films,3281,Edge of Darkness
Warner Bros.,6194,Edge of Darkness
Paramount Pictures,4,The Relic
Universal Pictures,33,The Relic
Toho-Towa,657,The Relic
Mutual Film Company,762,The Relic
Pacific Western,1280,The Relic
PolyGram Filmed Entertainment,1382,The Relic
Marubeni,4650,The Relic
Tele München Fernseh Produktionsgesellschaft (TMG),7237,The Relic
British Broadcasting Corporation (BBC),15278,The Relic
Universal Pictures,33,The Black Dahlia
Davis-Films,342,The Black Dahlia
Signature Pictures,2982,The Black Dahlia
Linson Entertainment,4700,The Black Dahlia
Art Linson Productions,8769,The Black Dahlia
Millennium Films,10254,The Black Dahlia
Equity Pictures Medienfonds GmbH & Co. KG III,10885,The Black Dahlia
Nu Image Entertainment GmbH,22443,The Black Dahlia
Village Roadshow Pictures,79,Analyze That
NPV Entertainment,172,Analyze That
Warner Bros.,6194,Analyze That
Tribeca Productions,11391,Analyze That
Baltimore Spring Creek Pictures,14719,Analyze That
Face Productions,48638,Analyze That
Grosvenor Park Media Ltd.,2053,Righteous Kill
InVenture Entertainment,2831,Righteous Kill
Millennium Films,10254,Righteous Kill
Emmett/Furla Films,10405,Righteous Kill
Nu-Image Films,21543,Righteous Kill
Imagine Entertainment,23,Mercury Rising
Universal Pictures,33,Mercury Rising
DreamWorks,7,The Soloist
Universal Pictures,33,The Soloist
StudioCanal,694,The Soloist
Participant Media,6735,The Soloist
Krasnoff Foster Productions,8299,The Soloist
Working Title Films,10163,The Soloist
DreamWorks SKG,27,The Legend of Bagger Vance
Twentieth Century Fox Film Corporation,306,The Legend of Bagger Vance
Wildwood Enterprises,316,The Legend of Bagger Vance
Epsilon Motion Pictures,1171,The Legend of Bagger Vance
Allied Filmmakers,1755,The Legend of Bagger Vance
Columbia Pictures,5,Almost Famous
Vinyl Films,485,Almost Famous
DreamWorks Pictures,7293,Almost Famous
Twentieth Century Fox Film Corporation,306,Garfield: A Tail of Two Kitties
Dune Entertainment,444,Garfield: A Tail of Two Kitties
Davis Entertainment,1302,Garfield: A Tail of Two Kitties
Original Film,333,xXx: State of the Union
Columbia Pictures Corporation,441,xXx: State of the Union
Revolution Studios,497,xXx: State of the Union
Screen Gems,3287,Priest
Stars Road Entertainment,8931,Priest
Buckaroo Entertainment,11250,Priest
Michael De Luca Productions,11370,Priest
TOKYOPOP,22641,Priest
DreamWorks Animation,521,Sinbad: Legend of the Seven Seas
Paramount Pictures,4,Event Horizon
Impact Pictures,248,Event Horizon
Golar Productions,2484,Event Horizon
Universal Pictures,33,Dragonfly
Spyglass Entertainment,158,Dragonfly
Shady Acres Entertainment,159,Dragonfly
Gran Via Productions,2605,Dragonfly
Kalima Productions GmbH & Co. KG,7385,Dragonfly
NDE Productions,20352,Dragonfly
Tim Burton Productions,8601,Frankenweenie
DreamWorks SKG,27,The Last Castle
United Artists,60,Supernova
Metro-Goldwyn-Mayer (MGM),8411,Supernova
Hammerhead Productions,20375,Supernova
Screenland Pictures,23587,Supernova
Village Roadshow Pictures,79,Winter's Tale
Weed Road Pictures,433,Winter's Tale
Warner Bros.,6194,Winter's Tale
Constantin Film Produktion,5755,The Mortal Instruments: City of Bones
Don Carmody Productions,22656,The Mortal Instruments: City of Bones
Unique Features,60746,The Mortal Instruments: City of Bones
Mr. Smith Productions,60747,The Mortal Instruments: City of Bones
Twentieth Century Fox Film Corporation,306,Meet Dave
Dune Entertainment,444,Meet Dave
Regency Enterprises,508,Meet Dave
Guy Walks into a Bar Productions,2645,Meet Dave
Deep River Productions,2646,Meet Dave
Friendly Films (II),81136,Meet Dave
Caravan Pictures,175,Holy Man
Touchstone Pictures,9195,Holy Man
Vertigo Entertainment,829,Dark Water
Touchstone Pictures,9195,Dark Water
Post No Bills Films,49696,Dark Water
Pandemonium Productions,49697,Dark Water
Imagine Entertainment,23,Edtv
Universal Pictures,33,Edtv
New Line Cinema,12,Inkheart
Internationale Filmproduktion Blackbird Erste,20360,Inkheart
DC Comics,429,The Spirit
Lionsgate,1632,The Spirit
Odd Lot Entertainment,3263,The Spirit
Media Magik Entertainment,5627,The Spirit
Dark Lot Entertainment,7375,The Spirit
Continental Entertainment Group (CEG),7376,The Spirit
Lionsgate,1632,Mortdecai
Mad Chance,1757,Mortdecai
OddLot Entertainment,36209,Mortdecai
Huayi Brothers Media,39649,Mortdecai
DreamWorks SKG,27,Just Like Heaven
UIP,135,Just Like Heaven
MacDonald/Parkes Productions,384,Just Like Heaven
Boll Kino Beteiligungs GmbH & Co. KG,1062,In the Name of the King: A Dungeon Siege Tale
Brightlight Pictures,1063,In the Name of the King: A Dungeon Siege Tale
Herold Productions,1064,In the Name of the King: A Dungeon Siege Tale
Mandalay Pictures,551,Beyond Borders
CP Medien AG,5521,Beyond Borders
Camelot Pictures,11728,Beyond Borders
Networxx - Film Management,26107,Beyond Borders
Mel's Cite du Cinema,54502,Beyond Borders
Filmko Pictures,9175,The Monkey King 2
Lawrence Bender Productions,2253,The Great Raid
Marty Katz Productions,12552,The Great Raid
Twentieth Century Fox Film Corporation,306,Deadpool
Marvel Entertainment,7505,Deadpool
The Donners' Company,11307,Deadpool
TSG Entertainment,22213,Deadpool
Kinberg Genre,78091,Deadpool
Village Roadshow Pictures,79,American Sniper
Malpaso Productions,171,American Sniper
Warner Bros.,6194,American Sniper
RatPac-Dune Entertainment,41624,American Sniper
Mad Chance Productions,57408,American Sniper
22 & Indiana Pictures,57409,American Sniper
Universal Pictures,33,The Flintstones in Viva Rock Vegas
Amblin Entertainment,56,The Flintstones in Viva Rock Vegas
TriStar Pictures,559,Rambo III
Carolco Pictures,14723,Rambo III
Universal Pictures,33,Leatherheads
Casey Silver Productions,877,Leatherheads
Outlaw Productions (I),19507,Leatherheads
Smokehouse Pictures,22695,Leatherheads
Happy Madison Productions,2608,The Ridiculous 6
Columbia Pictures,5,Did You Hear About the Morgans?
Castle Rock Entertainment,97,Did You Hear About the Morgans?
Relativity Media,7295,Did You Hear About the Morgans?
Banter,45726,Did You Hear About the Morgans?
Twentieth Century Fox Film Corporation,306,The Internship
Regency Enterprises,508,The Internship
21 Laps Entertainment,2575,The Internship
Wild West Picture Show Productions,2796,The Internship
TSG Entertainment,22213,The Internship
Impact Pictures,248,Resident Evil: Afterlife
Davis-Films,342,Resident Evil: Afterlife
Constantin Film Produktion,5755,Resident Evil: Afterlife
Lucasfilm,1,Red Tails
Twentieth Century Fox Film Corporation,306,Red Tails
Partnership Pictures,22883,Red Tails
Regency Enterprises,508,The Devil's Advocate
Monarchy Enterprises B.V.,676,The Devil's Advocate
Kopelson Entertainment,824,The Devil's Advocate
Warner Bros.,6194,The Devil's Advocate
New Regency Pictures,10104,The Devil's Advocate
Taurus Film,20555,The Devil's Advocate
Columbia Pictures,5,That's My Boy
Happy Madison Productions,2608,That's My Boy
Relativity Media,7295,That's My Boy
Universal Pictures,33,DragonHeart
New Line Cinema,12,After the Sunset
Contrafilm,1836,After the Sunset
Firm Films,1838,After the Sunset
Columbia Pictures,5,Ghost Rider: Spirit of Vengeance
Imagenation Abu Dhabi FZ,6736,Ghost Rider: Spirit of Vengeance
Marvel Entertainment,7505,Ghost Rider: Spirit of Vengeance
Marvel Knights,11106,Ghost Rider: Spirit of Vengeance
Hyde Park Entertainment,13816,Ghost Rider: Spirit of Vengeance
